strategy,signal_date,trade_date,selected_symbols,selected_momentum,market_volatility,high_volatility,bond_weight,target_weights
momentum_bond_defense,2015-06-03,2015-06-04,159915|512010,0.38422206|0.23241590,0.48140183632727956,True,0.2,159915:0.400000|512010:0.400000|511010:0.200000
momentum_bond_defense,2015-07-02,2015-07-03,512010|159928,-0.16873449|-0.18340611,0.6969600733563173,True,0.2,512010:0.400000|159928:0.400000|511010:0.200000
momentum_bond_defense,2015-07-30,2015-07-31,159928|159915,-0.01604278|-0.02834008,1.0493409127725417,True,0.2,159928:0.400000|159915:0.400000|511010:0.200000
momentum_bond_defense,2015-08-27,2015-08-28,159928|512010,-0.11684783|-0.14596273,0.8648629599094598,True,0.2,159928:0.400000|512010:0.400000|511010:0.200000
momentum_bond_defense,2015-09-28,2015-09-29,159915|512010,0.09883398|0.01090909,0.4968151803653744,True,0.2,159915:0.400000|512010:0.400000|511010:0.200000
momentum_bond_defense,2015-11-02,2015-11-03,159915|510300,0.16776150|0.10528423,0.3764647154887246,True,0.2,159915:0.400000|510300:0.400000|511010:0.200000
momentum_bond_defense,2015-11-30,2015-12-01,159915|510300,0.09043704|0.03042376,0.41481991553169395,True,0.2,159915:0.400000|510300:0.400000|511010:0.200000
momentum_bond_defense,2015-12-28,2015-12-29,512010|159928,0.08250825|0.06231454,0.3406496075160136,True,0.2,512010:0.400000|159928:0.400000|511010:0.200000
momentum_bond_defense,2016-01-26,2016-01-27,159928|512010,-0.12569832|-0.15243902,0.5198632460386298,True,0.2,159928:0.400000|512010:0.400000|511010:0.200000
momentum_bond_defense,2016-03-01,2016-03-02,510300|159915,-0.01165397|-0.03389831,0.4492659692607585,True,0.2,510300:0.400000|159915:0.400000|511010:0.200000
momentum_bond_defense,2016-03-29,2016-03-30,159915|510300,0.11787281|0.09569161,0.31355130813123233,True,0.2,159915:0.400000|510300:0.400000|511010:0.200000
momentum_bond_defense,2016-04-27,2016-04-28,510300|159928,0.01200331|0.00313480,0.20946443201983034,False,0.0,510300:0.500000|159928:0.500000
momentum_bond_defense,2016-05-26,2016-05-27,159928|512010,0.01250000|-0.00358423,0.18044930979780882,False,0.0,159928:0.500000|512010:0.500000
